date,home,away,venue,total_runs,opening_total,closing_total,temp,relh,eff_wind
2025-04-21,MIA,CIN,loanDepot park,9,7.917,8.25,79.0,57.9,0.0
2025-04-21,NYM,PHI,Citi Field,9,8.0,8.0,54.0,50.4,0.0
2025-04-21,ATL,STL,Truist Park,13,8.333,8.5,79.0,55.3,0.0
2025-04-21,SF,MIL,Oracle Park,7,8.0,7.917,62.0,67.1,7.0
2025-04-22,CLE,NYY,Progressive Field,5,8.167,8.5,56.0,27.9,-7.0
2025-04-22,DET,SD,Comerica Park,2,7.5,7.25,65.0,29.0,0.0
2025-04-22,MIA,CIN,loanDepot park,7,8.5,8.5,79.0,62.1,0.0
2025-04-22,WSH,BAL,Nationals Park,7,9.0,9.0,77.0,34.5,0.0
2025-04-22,BOS,SEA,Fenway Park,11,9.083,9.333,56.0,100.0,-3.0
2025-04-22,NYM,PHI,Citi Field,6,8.0,8.0,73.0,26.0,8.0
2025-04-22,ATL,STL,Truist Park,14,8.167,8.833,70.0,75.7,5.0
2025-04-22,KC,COL,Kauffman Stadium,7,8.5,8.167,81.0,38.4,0.0
2025-04-22,CHC,LAD,Wrigley Field,21,8.25,9.0,71.0,47.7,9.0
2025-04-22,MIN,CHW,Target Field,6,8.25,8.5,69.0,21.5,11.0
2025-04-22,LAA,PIT,Angel Stadium,12,8.5,8.5,64.0,67.0,9.0
2025-04-22,ARI,TB,Chase Field,6,9.0,9.0,88.0,19.4,0.0
2025-04-22,SF,MIL,Oracle Park,14,7.667,8.0,56.0,61.9,0.0
2025-04-23,ATL,STL,Truist Park,5,8.583,9.083,76.0,59.9,0.0
2025-04-23,DET,SD,Comerica Park,6,8.167,8.25,73.0,37.6,-7.0
2025-04-23,NYM,PHI,Citi Field,7,7.5,7.417,70.0,23.6,0.0
2025-04-23,MIA,CIN,loanDepot park,7,8.083,8.167,78.0,54.5,9.0
2025-04-23,CLE,NYY,Progressive Field,6,8.417,8.333,71.0,37.0,4.0
2025-04-23,WSH,BAL,Nationals Park,7,9.167,9.5,75.0,24.4,0.0
2025-04-23,BOS,SEA,Fenway Park,13,9.583,9.667,70.0,21.6,-10.0
2025-04-23,CHC,LAD,Wrigley Field,13,8.917,9.083,66.0,39.7,4.0
2025-04-23,MIN,CHW,Target Field,9,8.5,8.5,66.0,25.7,14.0
2025-04-23,LAA,PIT,Angel Stadium,3,8.5,8.917,61.0,64.6,0.0
2025-04-23,ARI,TB,Chase Field,13,8.917,8.917,87.0,17.8,0.0
2025-04-23,SF,MIL,Oracle Park,6,6.833,6.5,54.0,74.2,16.0
2025-04-24,BOS,SEA,Fenway Park,7,8.167,8.0,68.0,42.4,0.0
2025-04-24,KC,COL,Kauffman Stadium,11,8.5,8.917,71.0,63.7,0.0
2025-04-24,KC,COL,Kauffman Stadium,8,8.5,8.917,76.0,63.7,0.0
2025-04-24,SF,MIL,Oracle Park,11,7.667,7.5,54.0,63.9,11.0
2025-04-24,WSH,BAL,Nationals Park,3,8.5,8.417,75.0,37.0,8.0
2025-04-24,LAA,PIT,Angel Stadium,7,8.583,9.75,63.0,64.6,8.0
2025-04-24,ARI,TB,Chase Field,11,8.083,8.5,85.0,19.1,0.0
2025-04-25,CHC,PHI,Wrigley Field,4,8.083,7.833,45.0,89.3,-16.0
2025-04-25,WSH,NYM,Nationals Park,9,8.75,9.25,73.0,61.8,13.0
2025-04-25,NYY,TOR,Yankee Stadium,6,9.917,9.083,68.0,67.3,0.0
2025-04-25,KC,HOU,Kauffman Stadium,2,8.0,7.917,63.0,77.6,0.0
2025-04-25,MIN,LAA,Target Field,15,8.083,7.75,57.0,45.1,-10.0
2025-04-25,STL,MIL,Busch Stadium,5,8.083,8.0,72.0,65.7,0.0
2025-04-25,COL,CIN,Coors Field,15,9.25,9.333,43.0,74.0,-10.0
2025-04-25,SD,TB,Petco Park,1,7.0,6.917,62.0,51.6,0.0
2025-04-25,ARI,ATL,Chase Field,10,8.5,8.5,88.0,18.5,0.0
2025-04-25,SEA,MIA,T-Mobile Park,12,7.417,7.5,67.0,32.9,-12.0
2025-04-25,LAD,PIT,Dodger Stadium,3,6.917,7.0,58.0,63.9,9.0
2025-04-25,SF,TEX,Oracle Park,2,7.417,7.5,55.0,61.3,9.0
2025-04-26,CLE,BOS,Progressive Field,9,7.833,8.5,47.0,79.5,-13.0
2025-04-26,CLE,BOS,Progressive Field,10,7.833,8.5,48.0,63.1,-13.0
2025-04-26,DET,BAL,Comerica Park,7,8.5,8.833,49.0,58.7,15.0
2025-04-26,DET,BAL,Comerica Park,8,8.5,8.833,54.0,45.1,15.0
2025-04-26,MIN,LAA,Target Field,6,8.083,8.0,58.0,34.5,-10.0
2025-04-26,STL,MIL,Busch Stadium,11,7.5,7.083,63.0,51.6,-9.0
2025-04-26,COL,CIN,Coors Field,10,10.5,10.5,62.0,39.3,-9.0
2025-04-26,WSH,NYM,Nationals Park,2,9.5,9.5,73.0,78.6,9.0
2025-04-26,SF,TEX,Oracle Park,5,8.0,7.667,58.0,59.8,0.0
2025-04-26,CHC,PHI,Wrigley Field,14,7.083,6.833,49.0,52.3,-14.0
2025-04-26,KC,HOU,Kauffman Stadium,2,7.917,7.833,61.0,71.9,-10.0
2025-04-26,ARI,ATL,Chase Field,15,9.417,9.083,83.0,18.3,0.0
2025-04-26,SD,TB,Petco Park,5,7.083,6.75,62.0,48.1,11.0
2025-04-26,LAD,PIT,Dodger Stadium,12,8.167,8.833,58.0,59.1,0.0
2025-04-26,SEA,MIA,T-Mobile Park,14,7.5,7.667,63.0,53.6,0.0
2025-04-27,WSH,NYM,Nationals Park,15,8.667,8.333,64.0,27.2,-19.0
2025-04-27,NYY,TOR,Yankee Stadium,13,8.917,8.5,59.0,41.6,22.0
2025-04-27,NYY,TOR,Yankee Stadium,6,8.917,8.5,58.0,41.6,23.0
2025-04-27,CLE,BOS,Progressive Field,16,7.5,7.583,54.0,40.0,-8.0
2025-04-27,DET,BAL,Comerica Park,7,7.5,7.25,55.0,32.2,5.0
2025-04-27,MIN,LAA,Target Field,5,7.75,7.75,60.0,45.9,0.0
2025-04-27,KC,HOU,Kauffman Stadium,10,7.833,7.5,62.0,93.0,0.0
2025-04-27,STL,MIL,Busch Stadium,8,7.583,8.0,61.0,71.9,0.0
2025-04-27,COL,CIN,Coors Field,9,11.0,11.5,76.0,14.1,7.0
2025-04-27,SF,TEX,Oracle Park,5,8.417,7.667,57.0,74.4,8.0
2025-04-27,LAD,PIT,Dodger Stadium,11,8.417,8.5,62.0,57.6,6.0
2025-04-27,SD,TB,Petco Park,6,8.083,8.0,64.0,48.4,0.0
2025-04-27,SEA,MIA,T-Mobile Park,13,7.417,7.5,56.0,66.1,0.0
2025-04-27,CHC,PHI,Wrigley Field,4,8.083,8.0,59.0,43.0,-11.0
2025-04-28,WSH,NYM,Nationals Park,24,9.25,9.583,75.0,30.4,7.0
2025-04-28,CLE,MIN,Progressive Field,12,7.833,8.0,71.0,22.2,8.0
2025-04-28,BAL,NYY,Oriole Park at Camden Yards,7,9.583,9.5,73.0,26.5,8.0
2025-04-28,CIN,STL,Great American Ball Park,4,8.917,9.5,81.0,43.6,0.0
2025-04-28,COL,ATL,Coors Field,9,10.5,10.333,55.0,30.2,0.0
2025-04-28,LAD,MIA,Dodger Stadium,13,8.5,8.75,62.0,57.6,9.0
2025-04-29,CLE,MIN,Progressive Field,3,8.0,8.0,65.0,61.5,19.0
2025-04-29,BAL,NYY,Oriole Park at Camden Yards,18,9.5,9.5,83.0,42.5,13.0
2025-04-29,PIT,CHC,PNC Park,9,8.5,8.583,64.0,80.9,15.0
2025-04-29,PHI,WSH,Citizens Bank Park,13,8.083,8.5,80.0,44.9,15.0
2025-04-29,TB,KC,George M. Steinbrenner Field,4,8.917,8.5,85.0,47.6,0.0
2025-04-29,NYM,ARI,Citi Field,11,8.417,8.333,71.0,46.9,12.0
2025-04-29,CHW,MIL,Rate Field,9,7.917,8.0,63.0,43.0,8.0
2025-04-29,COL,ATL,Coors Field,10,10.583,11.0,59.0,44.9,7.0
2025-04-29,SD,SF,Petco Park,11,6.667,6.833,64.0,72.4,0.0
2025-04-29,LAD,MIA,Dodger Stadium,17,8.5,8.583,62.0,69.8,0.0
2025-04-30,CIN,STL,Great American Ball Park,6,9.333,9.5,69.0,68.1,-4.0
2025-04-30,CIN,STL,Great American Ball Park,10,9.333,9.5,77.0,57.6,-3.0
2025-04-30,COL,ATL,Coors Field,3,10.083,10.0,67.0,17.5,-7.0
2025-04-30,LAD,MIA,Dodger Stadium,19,9.417,10.0,67.0,65.1,4.0
2025-04-30,SEA,LAA,T-Mobile Park,12,8.167,8.417,56.0,57.0,0.0
2025-04-30,SD,SF,Petco Park,8,7.083,7.0,65.0,63.0,0.0
2025-04-30,CLE,MIN,Progressive Field,6,7.5,7.0,49.0,56.0,-9.0
2025-04-30,BAL,NYY,Oriole Park at Camden Yards,9,9.583,9.5,84.0,35.1,-4.0
2025-04-30,PIT,CHC,PNC Park,7,8.917,8.917,72.0,31.2,4.0
2025-04-30,PHI,WSH,Citizens Bank Park,9,8.25,7.917,78.0,18.5,-10.0
2025-04-30,TB,KC,George M. Steinbrenner Field,3,8.667,7.917,87.0,38.7,0.0
2025-04-30,NYM,ARI,Citi Field,7,7.917,8.5,71.0,26.0,0.0
2025-04-30,CHW,MIL,Rate Field,10,7.833,7.5,54.0,59.3,0.0
2025-05-01,PIT,CHC,PNC Park,11,7.5,7.833,81.0,50.5,12.0
2025-05-01,CIN,STL,Great American Ball Park,10,8.5,8.917,76.0,72.8,0.0
2025-05-01,NYM,ARI,Citi Field,6,7.75,8.0,66.0,38.2,0.0
2025-05-01,TB,KC,George M. Steinbrenner Field,10,8.167,8.5,82.0,42.8,0.0
2025-05-01,CLE,MIN,Progressive Field,7,8.5,9.0,78.0,58.2,15.0
2025-05-01,CHW,MIL,Rate Field,8,8.5,8.583,67.0,68.1,18.0
2025-05-01,PHI,WSH,Citizens Bank Park,6,9.5,9.917,75.0,49.3,14.0
2025-05-01,LAA,DET,Angel Stadium,14,8.5,8.333,67.0,64.9,9.0
2025-05-01,SF,COL,Oracle Park,7,7.5,7.5,54.0,71.7,14.0
2025-05-02,CIN,WSH,Great American Ball Park,7,8.5,8.667,67.0,89.8,5.0
2025-05-02,PIT,SD,PNC Park,13,7.833,8.083,61.0,83.7,5.0
2025-05-02,PHI,ARI,Citizens Bank Park,5,8.833,9.333,84.0,35.7,12.0
2025-05-02,BAL,KC,Oriole Park at Camden Yards,3,9.5,9.167,82.0,55.9,3.0
2025-05-02,NYY,TB,Yankee Stadium,3,8.5,8.667,78.0,55.2,0.0
2025-05-02,BOS,MIN,Fenway Park,7,8.917,8.833,64.0,86.5,3.0
2025-05-02,MIA,ATH,loanDepot park,7,9.167,9.417,80.0,53.9,0.0
2025-05-02,ATL,LAD,Truist Park,3,8.75,9.0,79.0,46.4,10.0
2025-05-02,CHW,HOU,Rate Field,10,7.5,7.75,49.0,65.8,-10.0
2025-05-02,STL,NYM,Busch Stadium,12,7.5,7.5,62.0,62.5,5.0
2025-05-02,LAA,DET,Angel Stadium,10,7.5,7.75,68.0,65.0,8.0
2025-05-02,SF,COL,Oracle Park,4,7.917,8.167,56.0,80.2,18.0
2025-05-03,NYY,TB,Yankee Stadium,5,9.417,9.75,79.0,50.1,0.0
2025-05-03,CHW,HOU,Rate Field,11,8.167,7.5,50.0,61.2,18.0
2025-05-03,PIT,SD,PNC Park,3,8.833,9.25,62.0,83.7,0.0
2025-05-03,SF,COL,Oracle Park,9,8.083,8.167,59.0,59.7,10.0
2025-05-03,BOS,MIN,Fenway Park,7,9.333,9.5,82.0,48.6,18.0
2025-05-03,PHI,ARI,Citizens Bank Park,9,8.917,9.5,82.0,58.0,13.0
2025-05-03,CIN,WSH,Great American Ball Park,17,8.917,8.833,53.0,89.6,9.0
2025-05-03,TEX,SEA,Globe Life Field,3,8.583,9.083,73.0,37.8,-9.0
2025-05-03,BAL,KC,Oriole Park at Camden Yards,4,8.667,8.75,78.0,81.2,5.0
2025-05-03,ATL,LAD,Truist Park,13,8.667,8.5,59.0,78.2,0.0
2025-05-03,LAA,DET,Angel Stadium,7,8.5,8.5,61.0,89.8,0.0
2025-05-04,STL,NYM,Busch Stadium,11,8.167,7.5,58.0,55.3,11.0
2025-05-04,STL,NYM,Busch Stadium,9,8.167,7.5,63.0,49.5,8.0
2025-05-04,BAL,KC,Oriole Park at Camden Yards,17,9.5,8.833,72.0,78.5,0.0
2025-05-04,PIT,SD,PNC Park,4,8.417,8.833,63.0,60.9,0.0
2025-05-04,BOS,MIN,Fenway Park,9,8.167,9.0,72.0,86.6,3.0
2025-05-04,NYY,TB,Yankee Stadium,12,8.917,8.667,67.0,81.1,0.0
2025-05-04,PHI,ARI,Citizens Bank Park,20,9.167,8.833,68.0,87.1,9.0
2025-05-04,TEX,SEA,Globe Life Field,9,8.417,8.5,74.0,35.6,0.0
2025-05-04,SF,COL,Oracle Park,12,7.5,7.5,64.0,51.8,0.0
2025-05-04,LAA,DET,Angel Stadium,14,8.5,8.5,65.0,58.1,8.0
2025-05-04,CIN,WSH,Great American Ball Park,5,8.5,8.5,59.0,66.8,6.0
2025-05-04,ATL,LAD,Truist Park,7,9.083,9.333,66.0,53.8,0.0
2025-05-05,NYY,SD,Yankee Stadium,7,7.917,7.583,59.0,86.7,-9.0
2025-05-05,ATL,CIN,Truist Park,4,8.5,8.5,68.0,48.3,0.0
2025-05-05,CHC,SF,Wrigley Field,11,7.667,7.5,54.0,66.7,-8.0
2025-05-05,KC,CHW,Kauffman Stadium,3,8.083,7.5,73.0,34.0,0.0
2025-05-05,STL,PIT,Busch Stadium,9,8.5,8.333,60.0,64.5,4.0
2025-05-06,WSH,CLE,Nationals Park,19,8.833,9.5,70.0,44.1,12.0
2025-05-06,WSH,CLE,Nationals Park,10,8.833,9.5,70.0,44.1,0.0
2025-05-06,BOS,TEX,Fenway Park,7,8.917,8.5,60.0,100.0,3.0
2025-05-06,TB,PHI,George M. Steinbrenner Field,12,7.917,7.833,85.0,67.2,-6.0
2025-05-06,NYY,SD,Yankee Stadium,15,8.083,7.917,60.0,86.6,0.0
2025-05-06,ATL,CIN,Truist Park,3,8.0,8.25,77.0,45.7,0.0
2025-05-06,CHC,SF,Wrigley Field,19,8.083,8.25,68.0,42.8,-5.0
2025-05-06,MIN,BAL,Target Field,10,8.417,8.917,83.0,20.0,-6.0
2025-05-06,KC,CHW,Kauffman Stadium,7,8.5,8.25,74.0,45.7,0.0
2025-05-06,MIL,HOU,American Family Field,7,8.167,7.833,65.0,53.8,0.0
2025-05-06,STL,PIT,Busch Stadium,3,7.0,6.833,72.0,42.4,5.0
2025-05-06,LAA,TOR,Angel Stadium,11,8.917,9.0,61.0,67.2,7.0
2025-05-06,ARI,NYM,Chase Field,6,8.917,9.167,74.0,39.7,2.0
2025-05-07,WSH,CLE,Nationals Park,14,9.083,9.167,72.0,49.3,-7.0
2025-05-07,STL,PIT,Busch Stadium,5,7.5,7.583,69.0,45.8,-8.0
2025-05-07,CHC,SF,Wrigley Field,4,7.083,7.5,55.0,57.4,-16.0
2025-05-07,MIA,LAD,loanDepot park,11,9.5,10.083,85.0,58.7,-9.0
2025-05-07,BOS,TEX,Fenway Park,10,9.0,9.25,71.0,58.5,4.0
2025-05-07,TB,PHI,George M. Steinbrenner Field,7,8.25,8.0,84.0,71.9,5.0
2025-05-07,NYY,SD,Yankee Stadium,7,7.75,8.0,70.0,40.8,0.0
2025-05-07,ATL,CIN,Truist Park,7,8.083,7.583,68.0,83.9,0.0
2025-05-07,MIN,BAL,Target Field,7,9.417,9.0,69.0,25.4,-12.0
2025-05-07,KC,CHW,Kauffman Stadium,3,8.417,8.0,62.0,93.1,0.0
2025-05-07,COL,DET,Coors Field,14,9.667,10.0,54.0,68.5,0.0
2025-05-07,LAA,TOR,Angel Stadium,9,8.5,8.5,72.0,62.7,9.0
2025-05-08,MIN,BAL,Target Field,7,8.25,8.5,62.0,36.8,0.0
2025-05-08,BOS,TEX,Fenway Park,5,9.5,8.917,73.0,65.2,8.0
2025-05-08,KC,CHW,Kauffman Stadium,10,8.0,8.5,69.0,49.6,-12.0
2025-05-08,COL,DET,Coors Field,12,9.75,10.833,64.0,41.4,10.0
2025-05-08,COL,DET,Coors Field,12,9.75,10.833,70.0,41.4,-8.0
2025-05-08,TB,PHI,George M. Steinbrenner Field,13,8.5,8.583,87.0,82.0,0.0
2025-05-08,ATL,CIN,Truist Park,9,7.667,8.083,83.0,53.9,0.0
2025-05-08,LAA,TOR,Angel Stadium,13,8.5,8.167,76.0,63.1,5.0
2025-05-08,ARI,LAD,Chase Field,8,8.5,9.0,92.0,17.0,5.0
2025-05-09,DET,TEX,Comerica Park,3,7.5,7.333,63.0,23.5,3.0
2025-05-09,PIT,ATL,PNC Park,5,8.833,8.5,61.0,29.6,10.0
2025-05-09,WSH,STL,Nationals Park,10,8.583,8.667,59.0,57.7,-14.0
2025-05-09,TB,MIL,George M. Steinbrenner Field,7,9.083,9.167,82.0,69.4,12.0
2025-05-09,NYM,CHC,Citi Field,9,7.833,7.917,57.0,80.2,0.0
2025-05-09,CLE,PHI,Progressive Field,6,7.583,7.5,56.0,35.2,0.0
2025-05-09,KC,BOS,Kauffman Stadium,3,9.0,9.0,73.0,29.1,0.0
2025-05-09,CHW,MIA,Rate Field,8,7.917,8.5,58.0,19.6,0.0
2025-05-09,MIN,SF,Target Field,4,9.0,8.75,84.0,32.4,8.0
2025-05-09,COL,SD,Coors Field,22,10.667,11.5,71.0,31.9,-5.0
2025-05-09,LAA,BAL,Angel Stadium,5,9.25,9.5,85.0,55.5,8.0
2025-05-09,ARI,LAD,Chase Field,25,9.833,10.167,94.0,19.3,0.0
2025-05-09,SEA,TOR,T-Mobile Park,9,7.417,7.25,64.0,28.9,-9.0
2025-05-10,WSH,STL,Nationals Park,6,9.0,9.0,73.0,28.2,-8.0
2025-05-10,PIT,ATL,PNC Park,5,8.5,9.0,72.0,25.2,9.0
2025-05-10,TB,MIL,George M. Steinbrenner Field,5,9.333,9.5,84.0,60.9,0.0
2025-05-10,DET,TEX,Comerica Park,13,7.5,7.667,70.0,33.8,8.0
2025-05-10,CLE,PHI,Progressive Field,8,7.833,8.0,72.0,31.5,-3.0
2025-05-10,KC,BOS,Kauffman Stadium,11,7.333,7.0,80.0,30.1,-6.0
2025-05-10,CHW,MIA,Rate Field,4,8.167,8.25,55.0,34.3,16.0
2025-05-10,NYM,CHC,Citi Field,11,8.833,8.5,68.0,23.6,0.0
2025-05-10,MIN,SF,Target Field,3,7.167,7.083,75.0,25.9,-6.0
2025-05-10,COL,SD,Coors Field,21,11.5,12.167,78.0,31.5,0.0
2025-05-10,LAA,BAL,Angel Stadium,7,9.5,10.0,89.0,31.1,0.0
2025-05-10,SEA,TOR,T-Mobile Park,9,8.083,8.167,64.0,38.0,6.0
2025-05-11,NYM,CHC,Citi Field,8,8.417,8.167,73.0,28.3,-9.0
2025-05-11,WSH,STL,Nationals Park,7,8.5,8.833,81.0,34.9,-3.0
2025-05-11,PIT,ATL,PNC Park,7,8.333,8.0,72.0,32.1,-5.0
2025-05-11,DET,TEX,Comerica Park,7,7.417,7.0,63.0,41.3,-10.0
2025-05-11,TB,MIL,George M. Steinbrenner Field,6,8.75,8.833,78.0,87.6,0.0
2025-05-11,KC,BOS,Kauffman Stadium,4,8.5,8.5,79.0,36.4,-8.0
2025-05-11,MIN,SF,Target Field,13,8.083,8.5,85.0,24.9,0.0
2025-05-11,CHW,MIA,Rate Field,6,8.083,8.0,64.0,35.2,0.0
2025-05-11,COL,SD,Coors Field,12,11.333,11.5,82.0,15.9,0.0
2025-05-11,LAA,BAL,Angel Stadium,10,8.917,9.083,89.0,45.4,8.0
2025-05-11,SEA,TOR,T-Mobile Park,10,8.083,7.833,58.0,53.3,0.0
2025-05-11,CLE,PHI,Progressive Field,3,7.5,7.333,61.0,57.3,-8.0
2025-05-12,CLE,MIL,Progressive Field,5,8.083,8.5,71.0,53.4,-13.0
2025-05-12,DET,BOS,Comerica Park,16,8.417,8.917,78.0,35.8,0.0
2025-05-12,PHI,STL,Citizens Bank Park,5,8.083,8.5,79.0,46.6,7.0
2025-05-12,NYM,PIT,Citi Field,7,7.25,7.167,67.0,54.1,8.0
2025-05-12,ATL,WSH,Truist Park,7,8.583,8.5,76.0,59.6,0.0
2025-05-12,CHC,MIA,Wrigley Field,7,8.167,8.0,63.0,45.2,-8.0
2025-05-12,TEX,COL,Globe Life Field,3,8.5,8.5,82.0,50.1,4.0
2025-05-12,SD,LAA,Petco Park,14,7.167,6.833,64.0,65.0,0.0
2025-05-12,SEA,NYY,T-Mobile Park,16,8.417,7.833,62.0,59.8,8.0
2025-05-12,SF,ARI,Oracle Park,3,7.583,8.0,58.0,69.3,13.0
2025-05-13,CLE,MIL,Progressive Field,2,8.75,9.0,71.0,73.2,10.0
2025-05-13,DET,BOS,Comerica Park,19,8.167,8.5,67.0,84.1,-6.0
2025-05-13,CIN,CHW,Great American Ball Park,6,9.083,9.167,67.0,96.5,-3.0
2025-05-13,NYM,PIT,Citi Field,3,7.5,7.5,65.0,80.6,0.0
2025-05-13,ATL,WSH,Truist Park,7,8.5,8.833,72.0,68.2,0.0
2025-05-13,CHC,MIA,Wrigley Field,9,8.417,8.0,64.0,65.8,-10.0
2025-05-13,SD,LAA,Petco Park,10,7.5,8.0,64.0,58.2,0.0
2025-05-13,SEA,NYY,T-Mobile Park,3,7.083,7.5,62.0,77.3,6.0
2025-05-13,SF,ARI,Oracle Park,16,7.5,7.5,60.0,69.3,0.0
2025-05-13,LAD,ATH,Dodger Stadium,12,9.167,9.25,65.0,49.9,0.0
2025-05-14,BAL,MIN,Oriole Park at Camden Yards,9,9.083,8.583,66.0,90.1,-7.0
2025-05-14,BAL,MIN,Oriole Park at Camden Yards,14,9.083,8.583,70.0,90.1,-7.0
2025-05-14,PHI,STL,Citizens Bank Park,3,7.833,8.083,61.0,96.6,-10.0
2025-05-14,PHI,STL,Citizens Bank Park,21,7.833,8.083,64.0,93.3,-6.0
2025-05-14,CLE,MIL,Progressive Field,14,8.167,8.25,75.0,59.6,0.0
2025-05-14,SF,ARI,Oracle Park,15,8.0,8.333,64.0,54.2,6.0
2025-05-14,DET,BOS,Comerica Park,11,7.167,7.0,75.0,59.5,-6.0
2025-05-14,NYM,PIT,Citi Field,4,8.0,7.5,62.0,86.7,-11.0
2025-05-14,CIN,CHW,Great American Ball Park,6,8.917,8.083,71.0,68.5,-3.0
2025-05-14,ATL,WSH,Truist Park,9,8.583,9.0,81.0,54.1,4.0
2025-05-14,CHC,MIA,Wrigley Field,4,8.083,7.5,60.0,63.8,-9.0
2025-05-14,SD,LAA,Petco Park,6,8.583,8.5,66.0,70.1,0.0
2025-05-14,LAD,ATH,Dodger Stadium,12,8.5,8.5,65.0,60.2,0.0
2025-05-15,ATL,WSH,Truist Park,7,9.0,8.5,75.0,60.2,-7.0
2025-05-15,BAL,MIN,Oriole Park at Camden Yards,4,9.0,9.0,73.0,68.6,1.0
2025-05-15,CIN,CHW,Great American Ball Park,8,9.167,9.167,82.0,64.8,0.0
2025-05-15,TOR,TB,Rogers Centre,11,8.083,8.083,60.0,64.5,0.0
2025-05-15,LAD,ATH,Dodger Stadium,21,9.5,9.417,67.0,67.6,0.0
2025-05-16,CHC,CHW,Wrigley Field,16,11.417,11.5,82.0,23.9,21.0
2025-05-16,CIN,CLE,Great American Ball Park,9,9.083,9.333,80.0,62.3,0.0
2025-05-16,PHI,PIT,Citizens Bank Park,12,8.583,8.917,73.0,78.8,5.0
2025-05-16,BAL,WSH,Oriole Park at Camden Yards,7,9.0,8.917,74.0,90.1,0.0
2025-05-16,NYY,NYM,Yankee Stadium,8,8.583,8.917,68.0,81.1,0.0
2025-05-16,TOR,DET,Rogers Centre,9,8.5,8.833,65.0,36.3,-3.0
2025-05-16,BOS,ATL,Fenway Park,6,8.083,8.083,76.0,73.4,4.0
2025-05-16,MIA,TB,loanDepot park,13,7.917,8.417,85.0,69.5,-14.0
2025-05-16,KC,STL,Kauffman Stadium,13,8.25,8.5,77.0,24.5,12.0
2025-05-16,ARI,COL,Chase Field,8,9.5,8.833,87.0,8.5,0.0
2025-05-16,SD,SEA,Petco Park,6,8.5,8.5,62.0,69.8,6.0
2025-05-16,LAD,LAA,Dodger Stadium,8,9.167,9.5,63.0,77.7,8.0
2025-05-16,SF,ATH,Oracle Park,10,7.167,7.0,60.0,80.1,0.0
2025-05-17,NYY,NYM,Yankee Stadium,5,9.417,10.0,74.0,50.7,0.0
2025-05-17,CHC,CHW,Wrigley Field,10,10.25,10.25,64.0,48.5,17.0
2025-05-17,BAL,WSH,Oriole Park at Camden Yards,16,9.833,10.667,84.0,31.4,9.0
2025-05-17,PHI,PIT,Citizens Bank Park,7,8.167,9.0,84.0,41.2,14.0
2025-05-17,CIN,CLE,Great American Ball Park,5,9.917,10.167,70.0,49.1,14.0
2025-05-17,KC,STL,Kauffman Stadium,1,8.5,9.0,79.0,30.6,-6.0
2025-05-17,BOS,ATL,Fenway Park,13,9.167,9.833,74.0,75.7,5.0
2025-05-17,ARI,COL,Chase Field,26,9.167,10.25,89.0,9.2,0.0
2025-05-17,SD,SEA,Petco Park,5,8.0,8.417,62.0,69.8,0.0
2025-05-17,SF,ATH,Oracle Park,1,8.0,8.5,62.0,71.8,0.0
2025-05-17,LAD,LAA,Dodger Stadium,20,9.0,8.833,63.0,69.5,0.0
2025-05-18,BAL,WSH,Oriole Park at Camden Yards,14,9.417,9.833,77.0,38.8,12.0
2025-05-18,PHI,PIT,Citizens Bank Park,1,7.917,8.667,74.0,37.4,17.0
2025-05-18,BOS,ATL,Fenway Park,14,9.0,9.5,68.0,50.8,-9.0
2025-05-18,CIN,CLE,Great American Ball Park,4,8.917,9.0,73.0,44.0,-4.0
2025-05-18,KC,STL,Kauffman Stadium,3,8.417,8.0,77.0,38.5,-14.0
2025-05-18,CHC,CHW,Wrigley Field,8,8.167,7.5,54.0,60.0,-3.0
2025-05-18,SF,ATH,Oracle Park,5,8.5,8.833,69.0,51.9,0.0
2025-05-18,LAD,LAA,Dodger Stadium,10,8.917,9.0,73.0,52.8,2.0
2025-05-18,SD,SEA,Petco Park,7,7.5,7.417,64.0,63.0,0.0
2025-05-18,NYY,NYM,Yankee Stadium,10,8.583,9.167,70.0,48.9,16.0
2025-05-19,PIT,CIN,PNC Park,8,7.917,8.333,65.0,46.2,10.0
2025-05-19,BOS,NYM,Fenway Park,4,8.917,8.833,55.0,48.8,0.0
2025-05-19,TB,HOU,George M. Steinbrenner Field,7,9.167,9.0,87.0,65.4,0.0
2025-05-19,CHW,SEA,Rate Field,6,8.083,7.75,49.0,66.1,0.0
2025-05-19,STL,DET,Busch Stadium,15,8.333,8.0,83.0,60.6,0.0
2025-05-19,COL,PHI,Coors Field,12,10.0,10.083,61.0,40.4,5.0
2025-05-19,SF,KC,Oracle Park,4,7.5,7.5,65.0,60.2,16.0
2025-05-19,LAD,ARI,Dodger Stadium,14,9.5,10.5,71.0,45.1,6.0
2025-05-20,PIT,CIN,PNC Park,1,8.417,7.833,66.0,39.7,-6.0
2025-05-20,BOS,NYM,Fenway Park,2,8.917,8.5,52.0,82.9,-3.0
2025-05-20,WSH,ATL,Nationals Park,8,8.333,8.5,68.0,46.8,-2.0
2025-05-20,TB,HOU,George M. Steinbrenner Field,5,9.5,9.167,87.0,65.2,0.0
2025-05-20,NYY,TEX,Yankee Stadium,7,9.167,8.75,65.0,41.3,-8.0
2025-05-20,CHW,SEA,Rate Field,1,8.25,8.5,54.0,86.5,0.0
2025-05-20,STL,DET,Busch Stadium,9,7.5,7.5,81.0,48.5,15.0
