date,home,away,actual_total,opening_total
2023-07-08,SD,NYM,4,8.33
2023-07-09,WAS,TEX,9,10.0
2023-07-09,BOS,OAK,7,9.5
2023-07-09,NYY,CHC,11,8.5
2023-07-09,TB,ATL,14,8.5
2023-07-09,DET,TOR,7,8.5
2023-07-09,MIA,PHI,10,7.5
2023-07-09,CLE,KC,5,8.5
2023-07-09,MIN,BAL,17,8.5
2023-07-09,MIL,CIN,1,9.17
2023-07-09,HOU,SEA,4,8.17
2023-07-09,CHW,STL,7,9.25
2023-07-09,SF,COL,1,7.92
2023-07-09,SD,NYM,8,8.0
2023-07-09,ARI,PIT,6,9.5
2023-07-14,PHI,SD,11,9.5
2023-07-14,BAL,MIA,7,8.17
2023-07-14,PIT,SF,10,8.83
2023-07-14,TOR,ARI,9,9.0
2023-07-14,CIN,MIL,1,9.67
2023-07-14,NYM,LAD,6,8.25
2023-07-14,ATL,CHW,9,9.0
2023-07-14,CHC,BOS,11,9.25
2023-07-14,TEX,CLE,16,8.5
2023-07-14,COL,NYY,9,11.33
2023-07-14,LAA,HOU,12,7.5
2023-07-14,OAK,MIN,9,8.17
2023-07-14,SEA,DET,9,7.0
2023-07-15,PHI,SD,10,9.92
2023-07-15,KC,TB,7,9.0
2023-07-15,STL,WAS,12,8.67
2023-07-15,CHC,BOS,14,8.25
2023-07-15,TOR,ARI,7,7.58
2023-07-15,TEX,CLE,2,8.83
2023-07-15,BAL,MIA,11,8.33
2023-07-15,PIT,SF,4,8.42
2023-07-15,OAK,MIN,17,7.92
2023-07-15,CIN,MIL,3,9.75
2023-07-15,ATL,CHW,11,8.5
2023-07-15,NYM,LAD,6,9.0
2023-07-15,COL,NYY,9,11.5
2023-07-15,LAA,HOU,25,8.08
2023-07-15,SEA,DET,6,7.42
2023-07-16,PIT,SF,12,8.92
2023-07-16,ATL,CHW,9,9.42
2023-07-16,BAL,MIA,9,8.5
2023-07-16,PHI,SD,13,8.92
2023-07-16,TOR,ARI,12,9.5
2023-07-16,CIN,MIL,7,10.75
2023-07-16,KC,TB,12,9.75
2023-07-16,STL,WAS,12,8.33
2023-07-16,CHC,BOS,16,9.33
2023-07-16,TEX,CLE,11,9.17
2023-07-16,COL,NYY,15,11.0
2023-07-16,OAK,MIN,9,7.75
2023-07-16,SEA,DET,2,7.58
2023-07-16,NYM,LAD,3,8.67
2023-07-16,LAA,HOU,17,8.92
2023-07-17,PIT,CLE,11,9.5
2023-07-17,BAL,LAD,10,9.33
2023-07-17,STL,MIA,10,8.17
2023-07-17,CHC,WAS,12,8.08
2023-07-17,TEX,TB,5,8.5
2023-07-17,KC,DET,5,9.08
2023-07-17,LAA,NYY,7,8.67
2023-07-17,OAK,BOS,7,8.33
2023-07-17,SEA,MIN,13,7.17
2023-07-18,CIN,SF,6,10.5
2023-07-18,PHI,MIL,7,8.92
2023-07-18,BAL,LAD,13,9.25
2023-07-18,PIT,CLE,11,8.5
2023-07-18,TOR,SD,10,8.83
2023-07-18,NYM,CHW,21,8.92
2023-07-18,ATL,ARI,29,9.83
2023-07-18,STL,MIA,7,8.08
2023-07-18,CHC,WAS,20,8.92
2023-07-18,TEX,TB,8,8.58
2023-07-18,KC,DET,21,8.67
2023-07-18,COL,HOU,7,11.75
2023-07-18,LAA,NYY,6,8.92
2023-07-18,OAK,BOS,3,9.0
2023-07-18,SEA,MIN,13,7.42
2023-07-19,PIT,CLE,12,9.0
2023-07-19,BAL,LAD,13,9.25
2023-07-19,TEX,TB,6,9.17
2023-07-19,STL,MIA,10,8.5
2023-07-19,COL,HOU,5,12.58
2023-07-19,OAK,BOS,11,8.75
2023-07-19,PHI,MIL,8,9.08
2023-07-19,TOR,SD,2,9.0
2023-07-19,LAA,NYY,10,8.0
2023-07-19,CIN,SF,5,10.58
2023-07-19,NYM,CHW,6,8.75
2023-07-19,ATL,ARI,8,10.0
2023-07-19,CHC,WAS,11,8.67
2023-07-19,KC,DET,5,8.25
2023-07-19,SEA,MIN,9,7.17
2023-07-20,ATL,ARI,12,8.83
2023-07-20,PHI,MIL,4,9.0
2023-07-20,CIN,SF,6,9.5
2023-07-20,TOR,SD,4,9.0
2023-07-20,NYM,CHW,8,9.42
2023-07-20,KC,DET,3,8.75
2023-07-20,SEA,MIN,5,7.42
2023-07-20,TB,BAL,7,8.42
2023-07-20,CHC,STL,9,8.5
2023-07-20,OAK,HOU,4,8.5
2023-07-21,CHC,STL,7,8.5
2023-07-21,TB,BAL,3,7.92
2023-07-21,DET,SD,9,9.0
2023-07-21,MIA,COL,7,8.5
2023-07-21,NYY,KC,9,8.75
2023-07-21,WAS,SF,8,9.42
2023-07-21,CIN,ARI,15,10.5
2023-07-21,CLE,PHI,11,8.5
2023-07-21,TEX,LAD,16,9.25
2023-07-21,MIL,ATL,10,9.08
2023-07-21,MIN,CHW,13,8.0
2023-07-21,LAA,PIT,13,8.25
2023-07-21,OAK,HOU,10,7.5
2023-07-21,SEA,TOR,5,7.92
2023-07-22,NYY,KC,7,8.0
2023-07-22,MIA,COL,7,8.33
2023-07-22,BOS,NYM,9,9.42
2023-07-22,CHC,STL,14,9.5
2023-07-22,TEX,LAD,19,9.0
2023-07-22,SEA,TOR,17,7.0
2023-07-22,CIN,ARI,6,10.92
2023-07-22,TB,BAL,11,7.75
2023-07-22,DET,SD,17,10.0
2023-07-22,WAS,SF,11,8.5
2023-07-22,CLE,PHI,1,8.0
2023-07-22,MIN,CHW,5,7.92
2023-07-22,MIL,ATL,7,9.42
2023-07-22,OAK,HOU,5,7.58
2023-07-22,LAA,PIT,3,8.83
2023-07-23,DET,SD,4,8.5
2023-07-23,NYY,KC,13,9.0
2023-07-23,WAS,SF,7,8.5
2023-07-23,MIA,COL,5,7.92
2023-07-23,CIN,ARI,10,11.0
2023-07-23,TB,BAL,8,8.33
2023-07-23,CLE,PHI,13,8.5
2023-07-23,MIL,ATL,6,9.67
2023-07-23,MIN,CHW,9,8.08
2023-07-23,CHC,STL,9,9.08
2023-07-23,TEX,LAD,12,9.58
2023-07-23,OAK,HOU,5,7.83
2023-07-23,LAA,PIT,12,8.83
2023-07-23,SEA,TOR,7,8.0
2023-07-23,BOS,NYM,7,9.25
2023-07-24,DET,SF,6,7.92
2023-07-24,PHI,BAL,5,9.5
2023-07-24,WAS,COL,16,9.0
2023-07-24,CLE,KC,8,8.5
2023-07-24,MIN,SEA,7,7.58
2023-07-24,MIL,CIN,5,9.08
2023-07-24,HOU,TEX,19,8.5
2023-07-24,ARI,STL,16,9.58
2023-07-24,SD,PIT,12,8.5
2023-07-24,LAD,TOR,9,9.33
2023-07-25,PHI,BAL,7,9.42
2023-07-25,TB,MIA,5,7.17
2023-07-25,DET,LAA,13,8.33
2023-07-25,WAS,COL,11,9.25
2023-07-25,NYY,NYM,12,8.58
2023-07-25,BOS,ATL,8,10.33
2023-07-25,CLE,KC,6,8.5
2023-07-25,MIN,SEA,16,7.83
2023-07-25,MIL,CIN,7,8.0
2023-07-25,CHW,CHC,10,8.92
2023-07-25,HOU,TEX,7,9.0
2023-07-25,ARI,STL,4,8.75
2023-07-25,SD,PIT,6,8.42
2023-07-25,SF,OAK,3,8.33
2023-07-25,LAD,TOR,15,9.0
2023-07-26,WAS,COL,9,9.5
2023-07-26,TB,MIA,8,7.25
2023-07-26,MIN,SEA,15,7.92
2023-07-26,CLE,KC,11,10.08
2023-07-26,MIL,CIN,3,8.58
2023-07-26,ARI,STL,18,8.5
2023-07-26,LAD,TOR,9,9.58
2023-07-26,SD,PIT,5,8.58
2023-07-26,PHI,BAL,10,9.0
2023-07-26,NYY,NYM,4,8.5
2023-07-26,BOS,ATL,8,9.58
2023-07-26,HOU,TEX,18,8.25
2023-07-26,CHW,CHC,17,8.42
2023-07-26,SF,OAK,11,8.58
2023-07-27,DET,LAA,6,8.33
2023-07-27,NYM,WAS,3,8.75
2023-07-27,STL,CHC,13,9.0
2023-07-27,CHW,CLE,9,8.33
2023-07-28,MIA,DET,11,7.58
2023-07-28,BAL,NYY,1,8.33
2023-07-28,PIT,PHI,3,8.42
2023-07-28,TOR,LAA,5,8.5
2023-07-28,NYM,WAS,6,8.42
2023-07-28,CHW,CLE,3,10.33
2023-07-28,ATL,MIL,17,9.92
2023-07-28,HOU,TB,7,8.33
2023-07-28,KC,MIN,13,9.08
2023-07-28,STL,CHC,5,9.08
2023-07-28,COL,OAK,13,11.0
2023-07-28,ARI,SEA,7,9.08
2023-07-28,SD,TEX,8,8.17
2023-07-28,LAD,CIN,11,9.58
2023-07-28,SF,BOS,5,7.42
2023-07-29,TOR,LAA,7,9.25
2023-07-29,MIA,DET,5,8.0
2023-07-29,PIT,PHI,13,8.92
2023-07-29,KC,MIN,17,9.33
2023-07-29,NYM,WAS,17,9.42
2023-07-29,CHW,CLE,9,9.5
2023-07-29,SF,BOS,5,8.0
2023-07-29,HOU,TB,21,8.42
2023-07-29,STL,CHC,6,10.0
2023-07-29,BAL,NYY,11,8.92
2023-07-29,ATL,MIL,16,9.5
2023-07-29,COL,OAK,14,11.92
2023-07-29,ARI,SEA,7,9.33
2023-07-29,SD,TEX,4,8.5
2023-07-29,LAD,CIN,5,10.25
2023-07-30,TOR,LAA,5,8.92
2023-07-30,ATL,MIL,14,11.5
2023-07-30,PIT,PHI,10,9.25
2023-07-30,MIA,DET,14,7.17
2023-07-30,NYM,WAS,7,8.5
2023-07-30,HOU,TB,10,8.67
2023-07-30,KC,MIN,3,9.0
2023-07-30,CHW,CLE,5,9.0
2023-07-30,STL,CHC,3,9.0
2023-07-30,COL,OAK,2,12.5
2023-07-30,SF,BOS,7,7.75
2023-07-30,SD,TEX,8,9.0
2023-07-30,ARI,SEA,4,8.33
2023-07-30,LAD,CIN,9,10.33
2023-07-30,BAL,NYY,12,8.75
2023-07-31,MIA,PHI,6,8.0
2023-07-31,WAS,MIL,8,9.0
2023-07-31,NYY,TB,6,8.5
2023-07-31,TOR,BAL,6,8.92
2023-07-31,ATL,LAA,5,9.92
2023-07-31,CHC,CIN,11,8.0
2023-07-31,HOU,CLE,10,9.08
2023-07-31,COL,SD,7,11.92
2023-07-31,SEA,BOS,8,7.75
2023-07-31,SF,ARI,7,8.08
2023-08-01,MIA,PHI,4,7.67
2023-08-01,WAS,MIL,10,8.75
2023-08-01,NYY,TB,7,8.42
2023-08-01,PIT,DET,5,8.5
2023-08-01,TOR,BAL,16,8.5
2023-08-01,ATL,LAA,6,8.92
2023-08-01,STL,MIN,5,8.5
2023-08-01,CHC,CIN,29,8.5
2023-08-01,TEX,CHW,2,9.0
2023-08-01,KC,NYM,13,9.42
2023-08-01,HOU,CLE,2,8.25
2023-08-01,COL,SD,13,12.5
2023-08-01,SEA,BOS,10,7.5
2023-08-01,SF,ARI,7,7.17
2023-08-01,LAD,OAK,10,9.0
2023-08-02,ATL,LAA,17,10.58
2023-08-02,PIT,DET,9,8.25
2023-08-02,WAS,MIL,5,9.0
2023-08-02,HOU,CLE,5,8.67
2023-08-02,COL,SD,12,11.67
2023-08-02,SEA,BOS,9,7.92
2023-08-02,MIA,PHI,17,7.25
2023-08-02,NYY,TB,9,7.83
2023-08-02,TOR,BAL,5,8.83
2023-08-02,STL,MIN,10,8.58
2023-08-02,CHC,CIN,22,9.67
2023-08-02,TEX,CHW,12,8.33
2023-08-02,KC,NYM,4,9.5
2023-08-02,SF,ARI,6,8.08
2023-08-02,LAD,OAK,11,9.42
2023-08-03,MIA,PHI,6,8.25
2023-08-03,TEX,CHW,8,8.67
2023-08-03,KC,NYM,11,9.25
2023-08-03,TOR,BAL,7,8.0
2023-08-03,SF,ARI,1,8.42
2023-08-03,NYY,HOU,7,9.0
2023-08-03,MIL,PIT,15,8.5
2023-08-03,STL,MIN,8,9.0
2023-08-03,CHC,CIN,8,9.92
2023-08-03,LAA,SEA,8,8.08
2023-08-03,LAD,OAK,10,8.58
2023-08-04,CHC,ATL,8,8.5
2023-08-04,CIN,WAS,9,10.33
2023-08-04,DET,TB,8,9.0
2023-08-04,BAL,NYM,13,9.0
2023-08-04,PHI,KC,12,9.17
2023-08-04,NYY,HOU,10,9.0
2023-08-04,CLE,CHW,6,8.5
2023-08-04,BOS,TOR,10,9.92
2023-08-04,TEX,MIA,8,8.42
2023-08-04,MIL,PIT,12,9.0
2023-08-04,MIN,ARI,5,8.42
2023-08-04,STL,COL,13,9.58
2023-08-04,LAA,SEA,16,8.08
2023-08-04,SD,LAD,15,8.33
2023-08-05,NYY,HOU,4,8.5
2023-08-05,DET,TB,6,8.5
2023-08-05,CHC,ATL,14,10.42
2023-08-05,TEX,MIA,17,9.0
2023-08-05,BOS,TOR,9,9.67
2023-08-05,CIN,WAS,10,10.5
2023-08-05,PHI,KC,15,9.67
2023-08-05,BAL,NYM,10,9.42
2023-08-05,OAK,SF,3,7.5
2023-08-05,CLE,CHW,11,8.83
2023-08-05,MIL,PIT,5,8.17
2023-08-05,MIN,ARI,13,8.58
2023-08-05,STL,COL,8,9.42
2023-08-05,SD,LAD,11,8.5
2023-08-05,LAA,SEA,5,8.58
2023-08-06,CLE,CHW,8,8.92
2023-08-06,BOS,TOR,14,10.0
2023-08-06,NYY,HOU,16,9.08
2023-08-06,BAL,NYM,2,8.83
2023-08-06,PHI,KC,12,9.5
2023-08-06,DET,TB,16,8.17
2023-08-06,CIN,WAS,9,11.0
2023-08-06,MIL,PIT,5,8.17
2023-08-06,MIN,ARI,8,8.33
2023-08-06,STL,COL,1,9.42
2023-08-06,CHC,ATL,10,8.83
2023-08-06,TEX,MIA,6,8.5
2023-08-06,LAA,SEA,5,9.08
2023-08-06,OAK,SF,14,7.58
2023-08-06,SD,LAD,10,9.33
2023-08-07,SD,LAD,20,9.0
2023-08-07,CIN,MIA,7,10.42
2023-08-07,DET,MIN,12,8.42
2023-08-07,PIT,ATL,13,8.58
2023-08-07,NYM,CHC,13,8.5
2023-08-07,BOS,KC,8,10.17
2023-08-07,CLE,TOR,4,8.83
2023-08-07,MIL,COL,13,8.5
2023-08-07,CHW,NYY,6,7.92
2023-08-07,LAA,SF,11,8.17
2023-08-07,OAK,TEX,8,8.5
2023-08-08,PHI,WAS,12,9.42
2023-08-08,DET,MIN,6,8.08
2023-08-08,CIN,MIA,5,10.42
2023-08-08,TB,STL,6,8.08
2023-08-08,PIT,ATL,14,9.5
2023-08-08,BAL,HOU,13,8.33
2023-08-08,CLE,TOR,1,8.25
2023-08-08,NYM,CHC,5,9.5
2023-08-08,BOS,KC,12,10.17
2023-08-08,MIL,COL,10,8.67
2023-08-08,CHW,NYY,8,9.25
2023-08-08,LAA,SF,12,8.33
2023-08-08,OAK,TEX,7,7.83
2023-08-08,ARI,LAD,9,9.17
2023-08-08,SEA,SD,2,8.42
2023-08-09,CIN,MIA,9,10.0
2023-08-09,MIL,COL,13,9.33
2023-08-09,OAK,TEX,2,8.75
2023-08-09,TB,STL,10,9.42
2023-08-09,DET,MIN,14,8.58
2023-08-09,PHI,WAS,7,9.0
2023-08-09,PIT,ATL,11,9.42
2023-08-09,BAL,HOU,10,9.08
2023-08-09,NYM,CHC,7,9.08
2023-08-09,CLE,TOR,1,8.08
2023-08-09,BOS,KC,7,10.58
2023-08-09,CHW,NYY,11,8.83
2023-08-09,LAA,SF,5,7.5
2023-08-09,ARI,LAD,2,9.0
2023-08-09,SEA,SD,7,8.17
2023-08-10,BAL,HOU,9,9.42
2023-08-10,PIT,ATL,12,9.75
2023-08-10,CLE,TOR,7,9.17
2023-08-10,DET,MIN,3,8.67
2023-08-10,PHI,WAS,8,9.0
2023-08-10,TB,STL,7,9.0
2023-08-10,BOS,KC,2,10.33
2023-08-10,LAD,COL,3,8.5
2023-08-11,TB,CLE,17,8.2
2023-08-11,MIA,NYY,13,8.3
2023-08-11,PHI,MIN,15,9.5
2023-08-11,PIT,CIN,11,9.0
2023-08-11,WAS,OAK,10,9.0
2023-08-11,TOR,CHC,8,8.9
2023-08-11,BOS,DET,7,9.1
2023-08-11,NYM,ATL,7,9.5
2023-08-11,HOU,LAA,14,8.2
2023-08-11,CHW,MIL,13,8.7
2023-08-11,KC,STL,20,10.5
2023-08-11,ARI,SD,15,9.2
2023-08-11,SEA,BAL,11,7.8
2023-08-11,LAD,COL,7,9.1
2023-08-11,SF,TEX,3,8.0
2023-08-12,NYM,ATL,24,8.2
2023-08-12,TOR,CHC,9,8.3
2023-08-12,BOS,DET,8,9.8
2023-08-12,TB,CLE,11,7.9
2023-08-12,MIA,NYY,4,7.4
2023-08-12,PHI,MIN,9,8.8
2023-08-12,WAS,OAK,5,9.6
2023-08-12,KC,STL,9,9.7
2023-08-12,HOU,LAA,14,9.4
2023-08-12,CHW,MIL,5,8.4
2023-08-12,ARI,SD,3,9.0
2023-08-12,SF,TEX,12,8.1
2023-08-12,LAD,COL,5,9.3
2023-08-12,SEA,BAL,1,7.9
2023-08-13,BOS,DET,9,9.2
2023-08-13,PHI,MIN,3,8.8
2023-08-13,WAS,OAK,15,9.7
2023-08-13,PIT,CIN,6,9.5
2023-08-13,TOR,CHC,15,9.0
2023-08-13,MIA,NYY,15,7.1
2023-08-13,TB,CLE,11,7.3
2023-08-13,HOU,LAA,3,9.1
2023-08-13,CHW,MIL,10,8.3
2023-08-13,SF,TEX,5,7.9
2023-08-13,ARI,SD,9,9.4
2023-08-13,SEA,BAL,8,7.9
2023-08-13,LAD,COL,11,9.2
2023-08-13,NYM,ATL,13,9.4
2023-08-14,MIA,HOU,6,7.7
2023-08-14,NYM,PIT,9,10.5
2023-08-14,ATL,NYY,14,9.0
2023-08-14,STL,OAK,12,8.7
2023-08-14,TEX,LAA,12,9.0
2023-08-14,KC,SEA,13,9.0
2023-08-14,COL,ARI,10,11.4
2023-08-14,SD,BAL,5,8.3
2023-08-14,SF,TB,12,7.5
2023-08-15,CIN,CLE,3,9.4
2023-08-15,MIA,HOU,11,8.7
2023-08-15,WAS,BOS,9,9.1
2023-08-15,TOR,PHI,3,7.9
2023-08-15,NYM,PIT,11,9.0
2023-08-15,ATL,NYY,5,10.3
2023-08-15,MIN,DET,8,8.4
2023-08-15,STL,OAK,8,9.0
2023-08-15,TEX,LAA,10,8.8
2023-08-15,CHC,CHW,8,8.5
2023-08-15,KC,SEA,18,9.1
2023-08-15,COL,ARI,13,12.2
2023-08-15,SD,BAL,13,8.2
2023-08-15,SF,TB,7,8.5
2023-08-15,LAD,MIL,8,8.9
2023-08-16,MIN,DET,15,8.3
2023-08-16,NYM,PIT,11,8.9
2023-08-16,COL,ARI,16,12.5
2023-08-16,SF,TB,7,8.9
2023-08-16,CIN,CLE,9,9.6
2023-08-16,MIA,HOU,17,7.5
2023-08-16,STL,OAK,8,9.3
2023-08-16,WAS,BOS,8,8.9
2023-08-16,TOR,PHI,13,8.1
2023-08-16,ATL,NYY,2,9.9
2023-08-16,TEX,LAA,2,9.0
2023-08-16,CHC,CHW,7,10.7
2023-08-16,KC,SEA,11,8.9
2023-08-16,SD,BAL,7,8.0
2023-08-16,LAD,MIL,8,8.4
2023-08-17,KC,SEA,10,8.9
2023-08-17,WAS,BOS,17,9.4
2023-08-17,STL,NYM,6,10.1
2023-08-17,SD,ARI,4,8.5
2023-08-17,LAD,MIL,1,8.5
2023-08-18,CHC,KC,7,8.6
2023-08-18,CLE,DET,6,8.3
2023-08-18,CIN,TOR,1,10.4
2023-08-18,NYY,BOS,11,9.4
2023-08-18,WAS,PHI,15,9.0
2023-08-18,ATL,SF,4,8.5
2023-08-18,TEX,MIL,17,8.0
2023-08-18,HOU,SEA,2,8.8
2023-08-18,MIN,PIT,6,8.4
2023-08-18,STL,NYM,8,9.5
2023-08-18,COL,CHW,15,12.1
2023-08-18,LAA,TB,15,9.5
2023-08-18,SD,ARI,4,8.7
2023-08-18,OAK,BAL,13,8.5
2023-08-18,LAD,MIA,14,8.5
2023-08-19,NYY,BOS,9,8.0
2023-08-19,CHC,KC,10,9.4
2023-08-19,LAD,MIA,4,8.5
2023-08-19,SD,ARI,10,8.1
2023-08-19,TEX,MIL,7,8.4
2023-08-19,WAS,PHI,15,9.4
2023-08-19,LAA,TB,13,8.6
2023-08-19,CIN,TOR,7,10.2
2023-08-19,CLE,DET,7,7.8
2023-08-19,HOU,SEA,13,8.0
2023-08-19,MIN,PIT,11,8.4
2023-08-19,STL,NYM,15,8.5
2023-08-19,ATL,SF,11,9.5
2023-08-19,COL,CHW,16,12.1
2023-08-19,OAK,BAL,9,8.5
2023-08-20,HOU,SEA,13,8.8
2023-08-20,NYY,BOS,11,9.0
2023-08-20,ATL,SF,7,9.0
2023-08-20,CIN,TOR,13,9.3
2023-08-20,CLE,DET,5,7.8
2023-08-20,MIN,PIT,2,9.3
2023-08-20,STL,NYM,10,9.8
2023-08-20,CHC,KC,7,9.5
2023-08-20,TEX,MIL,8,8.5
2023-08-20,COL,CHW,15,12.0
2023-08-20,OAK,BAL,13,7.9
2023-08-20,WAS,PHI,7,9.0
2023-08-21,DET,CHC,13,8.8
2023-08-21,PHI,SF,14,8.5
2023-08-21,PIT,STL,12,10.5
2023-08-21,ATL,NYM,14,10.0
2023-08-21,CHW,SEA,16,8.8
2023-08-21,HOU,BOS,13,9.0
2023-08-21,OAK,KC,10,8.3
2023-08-21,ARI,TEX,7,9.1
2023-08-21,SD,MIA,8,8.5
2023-08-22,DET,CHC,14,9.0
2023-08-22,TB,COL,16,8.8
2023-08-22,PHI,SF,7,9.0
2023-08-22,NYY,WAS,3,8.4
2023-08-22,BAL,TOR,9,8.0
2023-08-22,PIT,STL,9,9.9
2023-08-22,CLE,LAD,11,8.7
2023-08-22,ATL,NYM,5,10.7
2023-08-22,CHW,SEA,9,8.7
2023-08-22,HOU,BOS,10,8.8
2023-08-22,MIL,MIN,10,8.2
2023-08-22,LAA,CIN,7,9.4
2023-08-22,SD,MIA,3,7.5
2023-08-22,OAK,KC,9,8.5
2023-08-22,ARI,TEX,9,8.5
2023-08-23,PIT,STL,10,9.5
2023-08-23,DET,CHC,10,8.4
2023-08-23,CHW,SEA,9,9.3
2023-08-23,MIL,MIN,15,8.1
2023-08-23,OAK,KC,4,8.3
2023-08-23,PHI,SF,14,8.9
2023-08-23,LAA,CIN,13,8.6
2023-08-23,SD,MIA,4,7.6
2023-08-23,TB,COL,11,8.2
2023-08-23,BAL,TOR,7,8.2
2023-08-23,NYY,WAS,10,9.0
2023-08-23,ATL,NYM,7,9.6
2023-08-23,HOU,BOS,12,8.9
2023-08-24,CLE,LAD,7,8.92
2023-08-24,NYY,WAS,11,8.92
2023-08-24,TB,COL,8,8.5
2023-08-24,HOU,BOS,18,9.08
2023-08-24,PIT,CHC,9,9.0
2023-08-24,BAL,TOR,8,8.92
2023-08-24,MIN,TEX,12,8.17
2023-08-24,CHW,OAK,13,9.5
2023-08-24,ARI,CIN,5,8.83
2023-08-25,TB,NYY,8,7.33
2023-08-25,DET,HOU,5,8.58
2023-08-25,MIA,WAS,11,8.25
2023-08-25,BAL,COL,9,9.0
2023-08-25,PIT,CHC,3,8.92
2023-08-25,PHI,STL,9,9.5
2023-08-25,TOR,CLE,7,8.5
2023-08-25,CHW,OAK,16,8.58
2023-08-25,NYM,LAA,4,8.08
2023-08-25,BOS,LAD,11,10.5
2023-08-25,MIN,TEX,14,8.5
2023-08-25,MIL,SD,10,8.08
2023-08-25,ARI,CIN,18,9.17
2023-08-25,SEA,KC,12,7.83
2023-08-25,SF,ATL,6,7.5
2023-08-26,TOR,CLE,11,8.5
2023-08-26,SF,ATL,10,8.0
2023-08-26,SEA,KC,17,8.42
2023-08-26,TB,NYY,3,7.42
2023-08-26,MIA,WAS,5,8.17
2023-08-26,BOS,LAD,13,9.5
2023-08-26,DET,HOU,11,8.5
2023-08-26,BAL,COL,9,8.5
2023-08-26,CHW,OAK,8,9.0
2023-08-26,MIL,SD,9,8.5
2023-08-26,NYM,LAA,8,10.0
2023-08-26,MIN,TEX,8,8.08
2023-08-26,PHI,STL,13,8.75
2023-08-26,PIT,CHC,16,10.0
2023-08-26,ARI,CIN,15,9.0
2023-08-27,NYM,LAA,5,8.83
2023-08-27,BAL,COL,7,8.58
2023-08-27,PIT,CHC,11,9.08
2023-08-27,PHI,STL,3,9.0
2023-08-27,BOS,LAD,11,9.5
2023-08-27,TOR,CLE,17,8.83
2023-08-27,DET,HOU,21,8.67
2023-08-27,MIA,WAS,3,8.5
2023-08-27,TB,NYY,11,7.83
2023-08-27,MIL,SD,16,8.92
2023-08-27,CHW,OAK,7,8.92
2023-08-27,MIN,TEX,13,8.42
2023-08-27,ARI,CIN,7,9.08
2023-08-27,SEA,KC,5,8.0
2023-08-27,SF,ATL,13,9.5
2023-08-28,DET,NYY,5,9.0
2023-08-28,PHI,LAA,10,9.17
2023-08-28,BAL,CHW,9,8.92
2023-08-28,TOR,WAS,9,8.5
2023-08-28,BOS,HOU,18,9.92
2023-08-28,NYM,TEX,7,9.08
2023-08-28,MIN,CLE,16,8.42
2023-08-28,STL,SD,5,9.58
2023-08-28,CHC,MIL,8,9.0
2023-08-28,KC,PIT,5,9.0
2023-08-28,COL,ATL,18,12.33
2023-08-28,SEA,OAK,7,7.5
2023-08-28,SF,CIN,5,8.5
2023-08-28,LAD,ARI,11,8.5
2023-08-29,PHI,LAA,19,9.42
2023-08-29,MIA,TB,13,7.5
2023-08-29,DET,NYY,6,8.58
2023-08-29,BAL,CHW,12,9.0
2023-08-29,TOR,WAS,9,8.33
2023-08-29,BOS,HOU,8,10.08
2023-08-29,NYM,TEX,3,8.5
2023-08-29,MIN,CLE,6,7.83
2023-08-29,STL,SD,11,9.0
2023-08-29,CHC,MIL,1,7.25
2023-08-29,KC,PIT,9,9.0
2023-08-29,COL,ATL,4,12.17
2023-08-29,SEA,OAK,4,7.67
2023-08-29,SF,CIN,7,8.25
2023-08-29,LAD,ARI,10,8.5
2023-08-30,BAL,CHW,15,8.92
2023-08-30,PHI,LAA,18,9.25
2023-08-30,MIN,CLE,7,7.92
2023-08-30,STL,SD,9,9.42
2023-08-30,CHC,MIL,5,7.0
2023-08-30,TOR,WAS,7,8.58
2023-08-30,SF,CIN,5,8.0
2023-08-30,SEA,OAK,9,8.25
2023-08-30,BOS,HOU,11,10.08
2023-08-30,MIA,TB,3,7.25
2023-08-30,DET,NYY,8,7.67
2023-08-30,NYM,TEX,11,8.33
2023-08-30,KC,PIT,5,8.58
2023-08-30,COL,ATL,10,13.5
2023-08-30,LAD,ARI,7,9.92
2023-08-31,DET,NYY,7,8.58
2023-08-31,WAS,MIA,7,8.92
2023-08-31,SD,SF,9,8.5
2023-08-31,LAD,ATL,15,8.17
2023-09-01,CIN,CHC,8,9.5
2023-09-01,WAS,MIA,13,8.67
2023-09-01,CLE,TB,5,7.5
2023-09-01,NYM,SEA,3,7.58
2023-09-01,TEX,MIN,6,8.17
2023-09-01,MIL,PHI,12,7.75
2023-09-01,KC,BOS,15,9.5
2023-09-01,CHW,DET,6,8.5
2023-09-01,HOU,NYY,8,8.5
2023-09-01,STL,PIT,6,8.5
2023-09-01,COL,TOR,22,12.0
2023-09-01,SD,SF,10,8.17
2023-09-01,ARI,BAL,6,9.5
2023-09-01,OAK,LAA,11,7.83
2023-09-01,LAD,ATL,9,8.5
2023-09-02,WAS,MIA,16,9.0
2023-09-02,OAK,LAA,3,8.08
2023-09-02,CLE,TB,13,8.67
2023-09-02,CIN,CHC,3,9.58
2023-09-02,KC,BOS,14,10.0
2023-09-02,CHW,DET,10,8.5
2023-09-02,HOU,NYY,9,8.83
2023-09-02,NYM,SEA,15,8.08
2023-09-02,TEX,MIN,16,9.17
2023-09-02,MIL,PHI,12,9.0
2023-09-02,STL,PIT,13,9.17
2023-09-02,ARI,BAL,10,9.0
2023-09-02,COL,TOR,15,11.83
2023-09-02,SD,SF,7,8.08
2023-09-02,LAD,ATL,6,9.67
