date,home,away,actual_total,opening_total
2021-07-25,MIA,SD,12,7.25
2021-07-25,BOS,NYY,9,10.25
2021-07-25,CIN,STL,16,9.5
2021-07-25,MIN,LAA,8,10.0
2021-07-25,KC,DET,7,9.88
2021-07-25,HOU,TEX,4,8.5
2021-07-25,CHC,ARI,6,9.0
2021-07-25,SF,PIT,7,8.0
2021-07-25,SEA,OAK,7,8.5
2021-07-25,LAD,COL,5,8.25
2021-07-25,MIL,CHW,4,6.88
2021-07-26,NYM,ATL,2,6.75
2021-07-26,PHI,WAS,11,9.75
2021-07-26,BOS,TOR,9,10.75
2021-07-26,CHC,CIN,11,8.5
2021-07-26,KC,CHW,7,9.75
2021-07-26,MIN,DET,11,10.0
2021-07-26,LAA,COL,8,7.88
2021-07-26,SEA,HOU,19,8.88
2021-07-27,PIT,MIL,9,8.38
2021-07-27,BAL,MIA,10,9.5
2021-07-27,PHI,WAS,10,9.62
2021-07-27,TB,NYY,7,7.75
2021-07-27,NYM,ATL,17,8.12
2021-07-27,CHC,CIN,11,9.62
2021-07-27,TEX,ARI,9,8.5
2021-07-27,MIN,DET,11,9.0
2021-07-27,KC,CHW,8,9.5
2021-07-27,LAA,COL,15,9.25
2021-07-27,SF,LAD,3,7.88
2021-07-27,SD,OAK,11,8.5
2021-07-27,SEA,HOU,14,8.5
2021-07-28,MIN,DET,31,10.25
2021-07-28,BOS,TOR,5,9.33
2021-07-28,SEA,HOU,15,8.25
2021-07-28,SD,OAK,14,8.0
2021-07-28,BAL,MIA,15,9.5
2021-07-28,PIT,MIL,10,9.0
2021-07-28,NYM,ATL,3,8.12
2021-07-28,TB,NYY,4,8.38
2021-07-28,TEX,ARI,5,9.0
2021-07-28,CHC,CIN,10,9.5
2021-07-28,KC,CHW,5,9.62
2021-07-28,LAA,COL,15,9.25
2021-07-28,SF,LAD,8,7.38
2021-07-29,NYM,ATL,9,8.62
2021-07-29,TB,NYY,14,7.5
2021-07-29,KC,CHW,5,9.5
2021-07-29,CHC,CIN,11,7.38
2021-07-29,SF,LAD,5,8.5
2021-07-29,PIT,MIL,12,8.38
2021-07-29,DET,BAL,8,9.38
2021-07-29,BOS,TOR,14,10.0
2021-07-29,LAA,OAK,4,8.83
2021-07-29,SD,COL,3,8.25
2021-07-30,PIT,PHI,7,8.88
2021-07-30,WAS,CHC,7,9.0
2021-07-30,TOR,KC,10,10.75
2021-07-30,MIA,NYY,4,7.75
2021-07-30,TB,BOS,10,8.88
2021-07-30,NYM,CIN,8,8.5
2021-07-30,DET,BAL,7,9.5
2021-07-30,ATL,MIL,14,8.5
2021-07-30,TEX,SEA,14,8.12
2021-07-30,STL,MIN,6,8.62
2021-07-30,LAA,OAK,2,8.38
2021-07-30,ARI,LAD,11,8.88
2021-07-30,SF,HOU,15,7.5
2021-07-30,SD,COL,13,8.38
2021-07-31,TOR,KC,4,10.38
2021-07-31,SF,HOU,14,8.0
2021-07-31,LAA,OAK,1,9.5
2021-07-31,TB,BOS,14,8.38
2021-07-31,MIA,NYY,6,7.62
2021-07-31,DET,BAL,7,9.0
2021-07-31,PIT,PHI,5,8.25
2021-07-31,WAS,CHC,9,8.0
2021-07-31,TEX,SEA,9,8.12
2021-07-31,NYM,CIN,9,8.25
2021-07-31,STL,MIN,9,9.0
2021-07-31,ATL,MIL,9,8.38
2021-07-31,ARI,LAD,11,9.38
2021-07-31,SD,COL,8,7.12
2021-08-01,WAS,CHC,11,8.25
2021-08-01,PIT,PHI,19,9.0
2021-08-01,TOR,KC,6,9.5
2021-08-01,MIA,NYY,4,7.0
2021-08-01,DET,BAL,8,9.88
2021-08-01,NYM,CIN,8,9.12
2021-08-01,ATL,MIL,3,8.62
2021-08-01,STL,MIN,10,8.12
2021-08-01,TEX,SEA,7,9.0
2021-08-01,SF,HOU,8,8.5
2021-08-01,LAA,OAK,11,10.12
2021-08-01,SD,COL,9,8.62
2021-08-01,ARI,LAD,13,9.25
2021-08-01,TB,BOS,5,8.88
2021-08-02,NYY,BAL,8,9.62
2021-08-02,WAS,PHI,12,9.0
2021-08-02,TB,SEA,10,8.5
2021-08-02,MIA,NYM,9,7.38
2021-08-02,TEX,LAA,5,8.0
2021-08-02,MIL,PIT,8,9.0
2021-08-02,ARI,SF,19,9.12
2021-08-03,WAS,PHI,9,7.88
2021-08-03,NYY,BAL,14,9.12
2021-08-03,TB,SEA,6,8.38
2021-08-03,DET,BOS,6,9.88
2021-08-03,MIA,NYM,9,7.75
2021-08-03,CIN,MIN,12,9.12
2021-08-03,TEX,LAA,14,8.5
2021-08-03,MIL,PIT,13,9.0
2021-08-03,CHW,KC,8,9.5
2021-08-03,STL,ATL,7,8.5
2021-08-03,COL,CHC,19,11.38
2021-08-03,ARI,SF,4,9.38
2021-08-03,OAK,SD,9,8.5
2021-08-03,LAD,HOU,3,7.88
2021-08-04,CIN,MIN,11,9.5
2021-08-04,TB,SEA,7,7.88
2021-08-04,MIL,PIT,6,8.62
2021-08-04,OAK,SD,9,8.0
2021-08-04,WAS,PHI,14,9.12
2021-08-04,NYY,BAL,13,9.62
2021-08-04,MIA,NYM,8,7.75
2021-08-04,DET,BOS,5,8.88
2021-08-04,TEX,LAA,3,7.88
2021-08-04,CHW,KC,10,8.62
2021-08-04,STL,ATL,11,9.0
2021-08-04,COL,CHC,5,10.75
2021-08-04,ARI,SF,8,8.5
2021-08-04,LAD,HOU,12,8.62
2021-08-05,MIA,NYM,6,8.0
2021-08-05,DET,BOS,9,9.5
2021-08-05,TEX,LAA,5,9.0
2021-08-05,COL,CHC,11,11.38
2021-08-05,ARI,SF,9,9.12
2021-08-05,WAS,PHI,13,8.62
2021-08-05,NYY,SEA,8,9.75
2021-08-05,CIN,PIT,11,9.12
2021-08-05,CHW,KC,5,9.38
2021-08-05,HOU,MIN,8,9.38
2021-08-05,STL,ATL,12,9.12
2021-08-06,CHC,CHW,14,9.0
2021-08-06,PHI,NYM,6,8.62
2021-08-06,NYY,SEA,5,10.12
2021-08-06,BAL,TB,16,9.38
2021-08-06,TOR,BOS,16,9.25
2021-08-06,CIN,PIT,10,9.12
2021-08-06,ATL,WAS,12,9.5
2021-08-06,HOU,MIN,9,9.38
2021-08-06,MIL,SF,3,7.75
2021-08-06,STL,KC,6,8.25
2021-08-06,COL,MIA,16,9.38
2021-08-06,OAK,TEX,5,8.12
2021-08-06,LAD,LAA,7,8.75
2021-08-06,SD,ARI,13,8.62
2021-08-07,NYY,SEA,9,9.5
2021-08-07,CHC,CHW,4,8.88
2021-08-07,TOR,BOS,1,7.0
2021-08-07,OAK,TEX,15,8.5
2021-08-07,PHI,NYM,8,8.88
2021-08-07,BAL,TB,15,10.25
2021-08-07,MIL,SF,15,7.88
2021-08-07,HOU,MIN,4,9.12
2021-08-07,CIN,PIT,14,10.0
2021-08-07,STL,KC,7,8.38
2021-08-07,ATL,WAS,5,8.62
2021-08-07,COL,MIA,11,10.5
2021-08-07,SD,ARI,8,8.12
2021-08-07,LAD,LAA,8,8.5
2021-08-08,PHI,NYM,3,8.25
2021-08-08,NYY,SEA,2,9.5
2021-08-08,BAL,TB,15,10.5
2021-08-08,TOR,BOS,17,9.25
2021-08-08,CIN,PIT,5,9.5
2021-08-08,ATL,WAS,9,8.88
2021-08-08,MIL,SF,9,9.0
2021-08-08,HOU,MIN,12,8.75
2021-08-08,STL,KC,11,9.25
2021-08-08,COL,MIA,21,11.0
2021-08-08,OAK,TEX,9,8.88
2021-08-08,SD,ARI,2,8.5
2021-08-08,LAD,LAA,10,8.5
2021-08-08,CHC,CHW,12,10.38
2021-08-09,KC,NYY,14,9.38
2021-08-09,MIN,CHW,12,9.5
2021-08-09,SD,MIA,11,7.38
2021-08-10,CHC,MIL,6,8.5
2021-08-10,TOR,LAA,9,7.62
2021-08-10,PIT,STL,5,9.12
2021-08-10,PHI,LAD,5,8.75
2021-08-10,BAL,DET,13,10.38
2021-08-10,BOS,TB,12,9.5
2021-08-10,ATL,CIN,5,9.62
2021-08-10,HOU,COL,5,8.88
2021-08-10,KC,NYY,12,10.38
2021-08-10,MIN,CHW,7,10.5
2021-08-10,SF,ARI,15,7.75
2021-08-10,LAA,TOR,4,7.5
2021-08-10,SEA,TEX,9,7.88
2021-08-10,SD,MIA,11,8.5
2021-08-11,MIN,CHW,1,9.0
2021-08-11,HOU,COL,6,8.75
2021-08-11,KC,NYY,7,10.0
2021-08-11,NYM,WAS,15,8.5
2021-08-11,SD,MIA,7,7.75
2021-08-11,PIT,STL,4,8.88
2021-08-11,PHI,LAD,10,9.62
2021-08-11,BAL,DET,7,10.0
2021-08-11,BOS,TB,28,9.88
2021-08-11,ATL,CIN,14,9.5
2021-08-11,CHC,MIL,10,10.0
2021-08-11,LAA,TOR,12,9.25
2021-08-11,SF,ARI,9,7.5
2021-08-11,SEA,TEX,3,7.88
2021-08-12,NYM,WAS,5,6.75
2021-08-12,PIT,STL,13,9.25
2021-08-12,PHI,LAD,3,10.25
2021-08-12,CHC,MIL,21,9.0
2021-08-12,BAL,DET,10,10.5
2021-08-12,BOS,TB,9,10.38
2021-08-12,SEA,TEX,4,8.5
2021-08-12,ATL,CIN,15,10.5
2021-08-12,CHW,NYY,17,8.75
2021-08-12,LAA,TOR,9,8.25
2021-08-12,ARI,SD,15,8.88
2021-08-12,SF,COL,7,7.5
2021-08-13,PHI,CIN,7,8.5
2021-08-13,WAS,ATL,6,9.0
2021-08-13,MIA,CHC,24,7.25
2021-08-13,BOS,BAL,9,10.88
2021-08-13,NYM,LAD,11,8.62
2021-08-13,TEX,OAK,14,8.0
2021-08-13,KC,STL,6,8.25
2021-08-13,MIN,TB,14,9.38
2021-08-13,LAA,HOU,5,8.88
2021-08-13,ARI,SD,5,8.62
2021-08-13,SF,COL,9,8.0
2021-08-13,SEA,TOR,5,8.62
2021-08-14,PIT,MIL,18,7.83
2021-08-14,PHI,CIN,7,9.88
2021-08-14,BOS,BAL,18,9.88
2021-08-14,WAS,ATL,14,9.0
2021-08-14,MIA,CHC,9,7.88
2021-08-14,TEX,OAK,11,8.88
2021-08-14,KC,STL,13,9.62
2021-08-14,CHW,NYY,12,8.75
2021-08-14,NYM,LAD,3,8.5
2021-08-14,MIN,TB,12,9.62
2021-08-14,ARI,SD,7,8.75
2021-08-14,SF,COL,5,8.38
2021-08-14,LAA,HOU,10,9.38
2021-08-14,SEA,TOR,12,8.38
2021-08-15,WAS,ATL,11,9.5
2021-08-15,PHI,CIN,11,8.62
2021-08-15,PIT,MIL,3,8.75
2021-08-15,MIA,CHC,5,7.25
2021-08-15,BOS,BAL,8,10.12
2021-08-15,KC,STL,9,9.88
2021-08-15,CHW,NYY,8,8.88
2021-08-15,MIN,TB,9,10.12
2021-08-15,TEX,OAK,11,8.62
2021-08-15,SF,COL,7,7.88
2021-08-15,LAA,HOU,4,9.12
2021-08-15,ARI,SD,10,9.0
2021-08-15,SEA,TOR,11,8.75
2021-08-15,NYM,LAD,18,8.0
2021-08-16,NYY,LAA,3,8.88
2021-08-16,MIA,ATL,14,8.38
2021-08-16,TB,BAL,11,8.62
2021-08-16,CIN,CHC,19,9.0
2021-08-16,CHW,OAK,7,9.0
2021-08-16,KC,HOU,13,10.0
2021-08-16,COL,SD,11,11.88
2021-08-16,SF,NYM,12,8.12
2021-08-16,LAD,PIT,3,9.17
2021-08-17,NYY,BOS,8,7.0
2021-08-17,WAS,TOR,18,9.38
2021-08-17,MIA,ATL,2,7.75
2021-08-17,DET,LAA,10,9.25
2021-08-17,CIN,CHC,3,9.0
2021-08-17,TB,BAL,10,8.25
2021-08-17,STL,MIL,2,7.25
2021-08-17,TEX,SEA,4,8.75
2021-08-17,KC,HOU,4,9.25
2021-08-17,CHW,OAK,9,8.88
2021-08-17,COL,SD,10,12.0
2021-08-17,ARI,PHI,5,9.0
2021-08-17,SF,NYM,5,8.0
2021-08-17,LAD,PIT,7,8.88
2021-08-18,CIN,CHC,8,9.38
2021-08-18,COL,SD,12,12.5
2021-08-18,SF,NYM,8,9.62
2021-08-18,WAS,TOR,13,9.0
2021-08-18,NYY,BOS,7,10.0
2021-08-18,MIA,ATL,20,7.88
2021-08-18,DET,LAA,4,8.38
2021-08-18,TB,BAL,12,8.75
2021-08-18,STL,MIL,10,7.38
2021-08-18,TEX,SEA,4,9.0
2021-08-18,CHW,OAK,5,9.0
2021-08-18,KC,HOU,5,9.38
2021-08-18,ARI,PHI,6,9.0
2021-08-18,LAD,PIT,9,8.62
2021-08-19,DET,LAA,23,9.0
2021-08-19,TB,BAL,9,8.62
2021-08-19,TEX,SEA,17,8.62
2021-08-19,CHW,OAK,9,8.5
2021-08-19,KC,HOU,9,8.38
2021-08-19,ARI,PHI,8,8.62
2021-08-19,NYY,MIN,12,9.88
2021-08-19,CIN,MIA,7,8.0
2021-08-19,STL,MIL,12,7.5
2021-08-19,LAD,NYM,5,10.0
2021-08-20,CHC,KC,8,8.88
2021-08-20,NYY,MIN,12,10.5
2021-08-20,BAL,ATL,3,10.25
2021-08-20,TOR,DET,5,9.38
2021-08-20,BOS,TEX,6,8.62
2021-08-20,CIN,MIA,8,8.38
2021-08-20,TB,CHW,12,9.0
2021-08-20,HOU,SEA,15,8.38
2021-08-20,MIL,WAS,5,8.75
2021-08-20,STL,PIT,4,8.38
2021-08-20,COL,ARI,13,11.62
2021-08-20,OAK,SF,5,8.25
2021-08-20,SD,PHI,7,8.62
2021-08-20,LAD,NYM,5,8.0
2021-08-21,NYY,MIN,8,8.75
2021-08-21,TB,CHW,12,8.88
2021-08-21,CHC,KC,6,9.5
2021-08-21,TOR,DET,3,9.38
2021-08-21,MIL,WAS,15,8.88
2021-08-21,LAD,NYM,7,8.75
2021-08-21,OAK,SF,11,8.25
2021-08-21,HOU,SEA,16,8.88
2021-08-21,CIN,MIA,11,8.88
2021-08-21,BAL,ATL,9,10.5
2021-08-21,BOS,TEX,11,9.5
2021-08-21,STL,PIT,9,8.88
2021-08-21,COL,ARI,7,11.25
2021-08-21,SD,PHI,7,7.88
2021-08-22,BAL,ATL,4,9.88
2021-08-22,TOR,DET,8,10.25
2021-08-22,CIN,MIA,4,8.88
2021-08-22,TB,CHW,9,8.62
2021-08-22,MIL,WAS,10,9.0
2021-08-22,HOU,SEA,9,8.62
2021-08-22,STL,PIT,3,8.38
2021-08-22,CHC,KC,10,8.38
2021-08-22,COL,ARI,12,11.5
2021-08-22,SD,PHI,11,8.75
2021-08-22,OAK,SF,3,8.12
